标识,中文,英文,原始翻译,比较
biTiXianDan,笔提现单？,withdrawal orders?,How many cash withdrawal orders are available?,0
biKeHuiShouShi,笔可回收，是否确认回收这,orders can be recovered. Recover the,"If you have a recoverable order, do you want to confirm the recovery of this",0
biChuYuChuLi,笔处于“处理中”状态，剩余,"orders in the ""Processing"" status, and the other","in the ""processing"" state, the remaining",0
biBingWeiFenDan,笔并未分单，,"orders not assigned,",The remaining orders have not been split.,0
biTiXianDanQi,笔提现单，其中有,"withdrawal orders, including",There are,0
gongXuanZeHuiShou,共选择回收,You've selected to recover a total of,Total selected for recovery,0
tuiHuiZhiHouTi,退回之后，提现订单将改为失败，同时提现金额将退回到用户账户余额，确认退回吗？,"After you return it, the withdrawal order will change to the ""Failed"" status and the withdrawal amount will be returned to the user's account balance. Return it?","After the return, the withdrawal order will be changed to failure, and the withdrawal amount will be returned to the user's account balance, do you confirm the return?",0
zhuPaiDanGeiDe,注：派单给的显示账户的是当前在线的账户,Note: The accounts displayed for order assignment are online accounts.,Note: The account assigned is the current online account,0
iTEMU,{val1} 已经分配了 {val2} 笔提现单,{val1} has assigned {val2} withdrawal orders.,{val1} has already assigned {val2} a withdrawal order,0
fenDanGei,分单给,Assign to,Distribute orders to,0
biKeFenDan,笔可分单,orders can be assigned.,can be distributed,0
biShangWeiShouHui,笔尚未收回，剩余,"orders not recovered, and the other",and the remaining,0
biDaiFenDanDe,笔待分单的订单，其中,"orders to be assigned, including","orders to be distributed, of which",0
gongXuanZe,共选择,You've selected a total of,Total selected,0
meiYouKeFenDan,没有可分单的项,No assignable items.,There is no item that can be divided into orders,0
yanZhengZhuangTai,验证状态,Verification status,Verification status,1
tuiHuiYuE,退回余额,Return to balance,Refund balance,0
fenDan,分单,Assign,Split order,0
huiShou,回收,Recover,Recycle,0
weiFenDanYuanYin,未分单原因,Reason for unassigned order,Reason for not splitting,0
tiXianYinHang,提现银行,Withdrawal bank,Withdrawal Bank,1
daiChuKuan,待出款,Pending payout,Pending withdrawals,0
tiXianYinHangWei,提现银行维护设置,Withdrawal bank maintenance settings,Withdrawal bank maintenance settings,1
suiJiZhi,随机值+-：,Random value +-:,Random value +-.,0
chaiDanJinE,拆单金额：,Split amount:,Split order amount.,0
tiXianJinEQu,提现金额区间：,Withdrawal amount range:,Withdrawal cash interval.,0
tiXianChaiDanShe,提现拆单设置：,Withdrawal order split settings:,Withdrawal split order settings.,0
jinEShangXian,金额上限,Maximum amount,Amount limit,0
qingShuRuJinE,请输入金额上限,Enter the maximum amount.,Please enter the maximum amount,0
jinEXiaXian,金额下限,Minimum amount,Lower limit,0
qingShuRuJinE2,请输入金额下限,Enter the minimum amount.,Please enter the lower amount limit,0
shuZiHuoBiDan,数字货币单笔提现限额上下限：,Single withdrawal limits for digital currency:,Digital currency single withdrawal limit upper and lower limits.,0
yinHangKaDanBi,银行卡单笔提现限额上下限：,Single withdrawal limits for bank cards:,Bank card single withdrawal limit upper and lower limits.,0
danBiTiXianXian,单笔提现限额设置：,Single withdrawal limit settings:,Single withdrawal limit setting.,0
zhuMeiTianTiXian,注2：每天提现次数上限“必须大于”每天免费提现次数“，否则保存失效;,"Note 2: The ""daily withdrawals limit"" needs to be greater than the ""daily free withdrawals"", otherwise the setting cannot be saved.","Note 2: The ""Maximum number of withdrawals per day"" must be greater than the ""Number of free withdrawals per day"", otherwise the save is invalid;",0
zhuDaDaoTiXian,注1：达到”提现次数 or 提现金额“上限后，则无法进行提现;,"Note 1: Withdrawal is unavailable after the ""withdrawals or withdrawal amount"" limit is exceeded.","Note 1: After the maximum number of withdrawals or cash withdrawals is reached, no withdrawals can be made;",0
ci,次,times,times,1
qingShuRuCiShu,请输入次数上限,Enter the maximum number of withdraws.,Please enter the maximum number of times,0
meiRiTiXianCi,每日提现次数上限：,Daily withdrawals limit:,Maximum number of withdrawals per day.,0
zhuAnDanBiTi,注：按单笔提现收取“百分比 or 固定金额“,"Note: A ""percentage of the total amount or a fixed amount"" is charged per withdrawal.","Note: ""Percentage or fixed amount"" is charged for a single withdrawal",0
guDingJinE,固定金额,Fixed amount,Fixed amount,1
xuanZe,选择,Select,Select,1
qingShuRuTiXian,请输入提现费率,Enter a withdrawal fee rate.,Please enter the withdrawal rate,0
tiXianFeiLu,提现费率,Withdrawal fee rate,Withdrawal Rate,0
zengSongMianFeiTi,赠送免费提现次数：,Free withdrawals:,Number of free withdrawals.,0
zhouLeiJiYouXiao,周累计有效投注金额（自然周)：,Weekly valid bets (calendar week):,Weekly accumulated effective bet amount (natural week).,0
yuLeLiuShuiZeng,娱乐流水赠送设置：,Entertainment turnover settings:,Entertainment flow complimentary setting.,0
tiYuLiuShuiZeng,体育流水赠送设置：,Sports turnover settings:,Sports flow complimentary setting.,0
daETiXianShe,大额提现设置,Large cash withdrawal settings,Large amount of withdrawals settings,0
zhuQuXiaoGouXuan,注：取消勾选的钱包协议前台发起提现时将不支持该协议。,Note: The deselected wallet protocols cannot be used for withdrawals.,Note: The unchecked wallet agreement will not be supported when the foreground initiates withdrawals.,0
qingXuanZeShuZi,请选择数字货币提现设置,Select digital currency withdrawal settings.,Please select the digital currency withdrawal settings,0
uSDTQian,USDT钱包协议：,USDT wallet protocol:,USDT wallet agreement.,0
zhuSheZhiBuKe,注：设置不可提现的代理不展示虚拟币提现入口.,Note: Entry to virtual coin withdrawal is not shown to agents who cannot make withdrawals.,Note: Agents who set non-withdrawable will not display the virtual coin withdrawal portal.,0
qingShuRuCanKao,请输入参考汇率,Enter a reference exchange rate.,Please enter the reference exchange rate,0
canKaoHuiLuShe,参考汇率设置：,Reference exchange rate settings:,Reference exchange rate setting.,0
shuZiHuoBiTi,数字货币提现设置,Digital currency withdrawal settings,Digital Currency Withdrawal Settings,1
daiLiDuanPeiZhi,代理端配置,Agent configuration,Proxy side configuration,0
zhuSheZhiBuKe2,注：设置不可提现的用户不展示虚拟币提现入口.,Note: Entry to virtual coin withdrawal is not shown to users who cannot make withdrawals.,Note: Users who set non-withdrawable settings will not display the virtual currency withdrawal portal.,0
huiYuanDuanPeiZhi,会员端配置,Member configuration,Member side configuration,0
daiLiPeiZhiXiu,代理配置修改失败：{val1},Failed to modify agent configuration: {val1},Failed to modify the proxy configuration: {val1},0
huiYuanPeiZhiXiu,会员配置修改失败：{val1},Failed to modify member configuration: {val1},Member configuration modification failed: {val1},0
jinChongZhiGuoDe,仅充值过的用户可提现,Only users who have made deposits can make withdrawals,Only users who have recharged can withdraw,0
quanBuYongHuBu,全部用户不可提现,No users can make withdrawals,All users can't withdraw,0
quanBuYongHuKe,全部用户可提现,All users can make withdrawals,All users can withdraw cash,0
tiXianFeiLuShang,提现费率上限,Maximum withdrawal fee rate,Withdrawal rate limit,0
zhuMeiRiZiRan,注：每日(自然日),Note: Daily (calendar day),Note: Daily (natural day),0
qingShuRuTiXian2,请输入提现次数,Enter the number of withdrawals.,Please enter the number of withdrawals,0
meiRiTiXianCi2,每日提现次数：,Daily withdrawals:,Number of withdrawals per day.,0
puTongTiXianShe,普通提现设置,General withdrawal settings,Normal Withdrawal Settings,0
zhiShaoBaoLiuYi,至少保留一项,Keep at least 1 item.,Keep at least one item,0
meiCiZhiNengTian,每次只能添加一项,1 item can be added at a time.,Only one item can be added at a time,0
quDaoXianE,渠道限额,Channel limit,Channel Limit,1
cengJi,层级：,Level:,Levels.,0
renMinBiTiXian,人民币提现设置,CNY withdrawal settings,Renminbi Withdrawal Settings,0
qingTianXieGongGao,请填写公告内容,Enter notice content.,Please fill in the announcement content,0
gongGaoNeiRong,公告内容,Notice content,Announcement content,0
qingTianXieGongGao2,请填写公告标题,Enter a notice title.,Please fill in the announcement title,0
gongGaoBiaoTi,公告标题,Notice title,Announcement title,0
zhuGuanBiBiaoShi,注1：关闭表示关闭平台提现功能，业务前端提现功能将不能使用，提示：平台维护中，提现功能暂不能使用。\n 开启表示开启提现功能，前端可重新支持提现。,"Note 1: If disabled, the withdrawal feature on the platform is disabled. A ""The withdrawal feature is unavailable."" message is displayed.\n If enabled, the withdrawal feature on the platform is enabled.","Note 1: Close means close the platform withdrawal function, the front-end withdrawal function of business will not be available, prompt: platform maintenance, the withdrawal function is temporarily unavailable. \n Open indicates that the withdrawal function is opened and the front-end can support withdrawals again.",0
guanBiTiXian,关闭提现,Disable withdrawal,Close withdrawals,0
kaiQiTiXian,开启提现,Enable withdrawal,Turn on cash withdrawal,0
qingXuanZeKaiGuan,请选择开关状态,Select a switch status.,Please select the switch state,0
pingTaiTiXianKai,平台提现开关,Platform withdrawal switch,Platform withdrawal switch,1
yinHangKaTiXian,银行卡提现开关,Bank card withdrawal switch,Bank card withdrawal switch,1
zhuDaDaoTiXian2,注：达到“提现金额”上限后，则无法进行提现,"Note 1: Withdrawal is unavailable after the ""withdrawal amount"" limit is exceeded.","Note: After reaching the ""cash withdrawal amount"" limit, it is impossible to withdraw cash.",0
zhuDaiLiZhangHu,注1：代理账户提现则不受“提现流水倍数”及“每天提现金额上限”限制,"Note 1: Agent accounts are not subject to the ""wagering requirements"" and ""maximum daily withdrawal"" limits.","Note 1: Withdrawal from agent account is not restricted by the ""withdrawal multiple"" and ""daily cash withdrawal limit"".",0
meiRiTiXianJin,每日提现金额上限,Maximum daily withdrawal,dily withdrawal limit,0
zhuTiXianLiuShui,注：提现流水(充值金额*倍数),Note: Turnover required before you can withdraw the amount (top-up amount × wagering requirement),Note: Withdrawal flow (top-up amount * multiplier),0
bei,倍,x,times,0
qingShuRuBeiShu,请输入倍数,Enter a wagering requirement.,Please enter the multiplier,0
tiXianLiuShuiBei,提现流水倍数设置,Wagering requirement settings,Withdrawal flow multiplier setting,0
tiXianTongYongShe,提现通用设置,Withdrawal general settings,Withdrawal General Settings,1
tiBiTongYongShe,提币通用设置,Coin withdrawal general settings,Withdrawal currency general settings,0
jiSuZhuanKaShe,极速转卡设置,Express card transfer settings,Speedy card transfer setting,0
daiLiTiXianShe,代理提现设置,Agent withdrawal settings,Agent withdrawal settings,1
sEOTiXian,SEO提现设置,SEO withdrawal settings,SEO withdrawal settings,1
sEOChongZhi,SEO充值设置,SEO top-up settings,SEO top-up settings,1
yue,月,Month,Monthly,0
renGongChengGongCi,人工成功次数,Successful manual operations,Manual success times,0
queRenDaoZhangChao,确认到账超时时间,Receipt confirmation timeout duration,Confirm timeout time,0
queRenDaoZhangTi,确认到账提醒时间,Receipt confirmation reminder time,Confirm arrival reminder time,0
cuoHeDengDaiShi,撮合等待时间,Match wait time,Summary waiting time,0
zhuAnDanBiTi2,注：按单笔提现手续费设置上限,Note: The limit is set based on the service fee for every withdrawal.,Note: Set the upper limit according to the single withdrawal fee,0
zhuAnDanBiTi3,注：按单笔提现收取“百分比 or 固定金额“该支付方式下的手续费为独立配置,"Note: A ""percentage of the total amount or a fixed amount"" is charged per withdrawal. The service fee for this payment method is independently configured.","Note: ""Percentage or fixed amount"" is charged for a single withdrawal, the handling fee under this payment method is independently configured",0
qingShuRuFeiLu,请输入费率,Enter a fee rate.,Please enter the rate,0
zhuMeiRiZiRan2,注：每日=自然日，次数不得超过提现总次数设置,Note: Daily indicates every calendar day. The number cannot exceed the total number of withdrawals.,"Note: Daily = natural day, the number of withdrawals should not exceed the total number of withdrawals set",0
